Field (Oe),Temperature (K),Long Moment (emu),Long Offset (cm)
6.500000e+004,3.537536e+002,1.380733e-002,-6.727824e-002
6.500000e+004,3.525562e+002,1.380446e-002,-6.697231e-002
6.500000e+004,3.513056e+002,1.375749e-002,-6.688575e-002
6.500000e+004,3.502117e+002,1.329278e-002,-6.679269e-002
6.500000e+004,3.491544e+002,1.181900e-002,-6.818140e-002
6.500000e+004,3.481183e+002,9.794232e-003,-6.739264e-002
6.500000e+004,3.472675e+002,7.914396e-003,-6.390671e-002
6.500000e+004,3.464548e+002,6.289599e-003,-5.578966e-002
6.500000e+004,3.457034e+002,5.011446e-003,-4.339758e-002
6.500000e+004,3.449604e+002,4.106771e-003,-2.885173e-002
6.500000e+004,3.443440e+002,3.737379e-003,-2.114775e-002
6.500000e+004,3.436378e+002,3.670592e-003,-1.964491e-002
6.500000e+004,3.428311e+002,3.657622e-003,-1.903857e-002
6.500000e+004,3.419627e+002,3.643144e-003,-1.863846e-002
6.500000e+004,3.404904e+002,3.617601e-003,-2.025297e-002
6.500000e+004,3.395309e+002,3.611549e-003,-1.945427e-002
6.500000e+004,3.385426e+002,3.606235e-003,-1.890390e-002
6.500000e+004,3.373966e+002,3.600830e-003,-1.832015e-002
6.500000e+004,3.361814e+002,3.595139e-003,-1.740992e-002
6.500000e+004,3.349498e+002,3.590914e-003,-1.667394e-002
6.500000e+004,3.337245e+002,3.586792e-003,-1.571973e-002
6.500000e+004,3.326060e+002,3.583369e-003,-1.507820e-002
6.500000e+004,3.316509e+002,3.583076e-003,-1.460686e-002
6.500000e+004,3.306646e+002,3.579687e-003,-1.403510e-002
6.500000e+004,3.298211e+002,3.578176e-003,-1.321180e-002
6.500000e+004,3.289973e+002,3.575900e-003,-1.280139e-002
6.500000e+004,3.282142e+002,3.575097e-003,-1.236545e-002
6.500000e+004,3.275099e+002,3.574739e-003,-1.206963e-002
6.500000e+004,3.266557e+002,3.571757e-003,-1.160772e-002
6.500000e+004,3.257197e+002,3.570614e-003,-1.130955e-002
6.500000e+004,3.247914e+002,3.567781e-003,-1.067397e-002
6.500000e+004,3.239314e+002,3.562058e-003,-1.059485e-002
6.500000e+004,3.227302e+002,3.545787e-003,-1.179336e-002
6.500000e+004,3.216329e+002,3.545503e-003,-1.153496e-002
6.500000e+004,3.204701e+002,3.545274e-003,-1.082753e-002
6.500000e+004,3.195066e+002,3.545377e-003,-1.034692e-002
6.500000e+004,3.184183e+002,3.544911e-003,-9.929063e-003
6.500000e+004,3.174678e+002,3.546360e-003,-9.363260e-003
6.500000e+004,3.164321e+002,3.547004e-003,-8.709056e-003
6.500000e+004,3.154980e+002,3.547474e-003,-8.240486e-003
6.500000e+004,3.144720e+002,3.549214e-003,-7.865424e-003
6.500000e+004,3.134706e+002,3.548840e-003,-7.073806e-003
6.500000e+004,3.126014e+002,3.550743e-003,-6.694775e-003
6.500000e+004,3.115127e+002,3.552307e-003,-6.284586e-003
6.500000e+004,3.106705e+002,3.552542e-003,-5.806443e-003
6.500000e+004,3.097591e+002,3.553157e-003,-5.341751e-003
6.500000e+004,3.087291e+002,3.554752e-003,-4.976187e-003
6.500000e+004,3.078224e+002,3.555261e-003,-4.531808e-003
6.500000e+004,3.068470e+002,3.553757e-003,-4.379601e-003
6.500000e+004,3.059225e+002,3.549555e-003,-5.117719e-003
6.500000e+004,3.047072e+002,3.551945e-003,-5.159000e-003
6.500000e+004,3.036110e+002,3.555432e-003,-4.687572e-003
6.500000e+004,3.025305e+002,3.557694e-003,-4.273117e-003
6.500000e+004,3.015800e+002,3.560741e-003,-3.732161e-003
6.500000e+004,3.001101e+002,3.564095e-003,-3.625353e-003
6.500000e+004,3.001101e+002,3.563610e-003,-3.460541e-003
6.500000e+004,3.000463e+002,3.558310e-003,-3.659020e-003
6.500000e+004,3.012829e+002,3.551691e-003,-4.614506e-003
6.500000e+004,3.022837e+002,3.548147e-003,-5.193355e-003
6.500000e+004,3.033678e+002,3.544407e-003,-5.865597e-003
6.500000e+004,3.043286e+002,3.542086e-003,-6.338102e-003
6.500000e+004,3.052740e+002,3.539316e-003,-7.098378e-003
6.500000e+004,3.063480e+002,3.536616e-003,-7.597674e-003
6.500000e+004,3.073274e+002,3.533094e-003,-8.219350e-003
6.500000e+004,3.083474e+002,3.530708e-003,-8.500721e-003
6.500000e+004,3.093330e+002,3.528730e-003,-9.445881e-003
6.500000e+004,3.103272e+002,3.526312e-003,-9.821569e-003
6.500000e+004,3.112633e+002,3.524069e-003,-1.043596e-002
6.500000e+004,3.122728e+002,3.522376e-003,-1.123281e-002
6.500000e+004,3.132448e+002,3.521150e-003,-1.154601e-002
6.500000e+004,3.142114e+002,3.519542e-003,-1.210871e-002
6.500000e+004,3.152574e+002,3.517048e-003,-1.262512e-002
6.500000e+004,3.162691e+002,3.516227e-003,-1.322481e-002
6.500000e+004,3.172398e+002,3.515815e-003,-1.363872e-002
6.500000e+004,3.182171e+002,3.514950e-003,-1.423292e-002
6.500000e+004,3.192917e+002,3.514817e-003,-1.465822e-002
6.500000e+004,3.202702e+002,3.513935e-003,-1.527275e-002
6.500000e+004,3.214274e+002,3.514335e-003,-1.609976e-002
6.500000e+004,3.222816e+002,3.513061e-003,-1.624831e-002
6.500000e+004,3.232569e+002,3.513904e-003,-1.709215e-002
6.500000e+004,3.242593e+002,3.515508e-003,-1.767624e-002
6.500000e+004,3.252812e+002,3.515526e-003,-1.832553e-002
6.500000e+004,3.262971e+002,3.516677e-003,-1.867673e-002
6.500000e+004,3.272430e+002,3.517590e-003,-1.914233e-002
6.500000e+004,3.282528e+002,3.518743e-003,-1.971645e-002
6.500000e+004,3.292713e+002,3.521572e-003,-2.015266e-002
6.500000e+004,3.302530e+002,3.523835e-003,-2.072325e-002
6.500000e+004,3.313549e+002,3.526695e-003,-2.133883e-002
6.500000e+004,3.322639e+002,3.529539e-003,-2.188682e-002
6.500000e+004,3.332581e+002,3.532297e-003,-2.237971e-002
6.500000e+004,3.342743e+002,3.536879e-003,-2.280450e-002
6.500000e+004,3.352723e+002,3.538889e-003,-2.348490e-002
6.500000e+004,3.362155e+002,3.542095e-003,-2.408700e-002
6.500000e+004,3.372531e+002,3.546634e-003,-2.468334e-002
6.500000e+004,3.382952e+002,3.550494e-003,-2.526629e-002
6.500000e+004,3.392520e+002,3.554129e-003,-2.569799e-002
6.500000e+004,3.402378e+002,3.557947e-003,-2.646014e-002
6.500000e+004,3.414720e+002,3.563070e-003,-2.707296e-002
6.500000e+004,3.422392e+002,3.566202e-003,-2.758550e-002
6.500000e+004,3.432481e+002,3.571336e-003,-2.831142e-002
6.500000e+004,3.443060e+002,3.576453e-003,-2.886729e-002
6.500000e+004,3.452108e+002,3.581658e-003,-2.935427e-002
6.500000e+004,3.462864e+002,3.588971e-003,-3.004479e-002
6.500000e+004,3.472698e+002,3.593736e-003,-3.058316e-002
6.500000e+004,3.482665e+002,3.600777e-003,-3.125713e-002
6.500000e+004,3.493058e+002,3.609456e-003,-3.181819e-002
6.500000e+004,3.502656e+002,3.616631e-003,-3.249819e-002
6.500000e+004,3.512508e+002,3.624157e-003,-3.299600e-002
6.500000e+004,3.522966e+002,3.634910e-003,-3.389786e-002
6.500000e+004,3.532187e+002,3.644664e-003,-3.445268e-002
6.500000e+004,3.542920e+002,3.655910e-003,-3.510981e-002
6.500000e+004,3.552758e+002,3.668449e-003,-3.564978e-002
6.500000e+004,3.562576e+002,3.681053e-003,-3.644214e-002
6.500000e+004,3.573120e+002,3.697107e-003,-3.713766e-002
6.500000e+004,3.582231e+002,3.712493e-003,-3.774472e-002
6.500000e+004,3.592118e+002,3.727874e-003,-3.859468e-002
6.500000e+004,3.603108e+002,3.749340e-003,-3.920814e-002
6.500000e+004,3.614720e+002,3.773705e-003,-4.025068e-002
6.500000e+004,3.622126e+002,3.790620e-003,-4.073179e-002
6.500000e+004,3.633123e+002,3.820083e-003,-4.173741e-002
6.500000e+004,3.642265e+002,3.849398e-003,-4.244868e-002
6.500000e+004,3.652073e+002,3.887420e-003,-4.323389e-002
6.500000e+004,3.663099e+002,3.940602e-003,-4.429540e-002
6.500000e+004,3.672563e+002,4.002411e-003,-4.520653e-002
6.500000e+004,3.682625e+002,4.091175e-003,-4.626958e-002
6.500000e+004,3.693019e+002,4.223736e-003,-4.757429e-002
6.500000e+004,3.702729e+002,4.544623e-003,-4.760787e-002
6.500000e+004,3.712826e+002,5.464840e-003,-4.788706e-002
6.500000e+004,3.723008e+002,7.329336e-003,-5.380825e-002
6.500000e+004,3.732799e+002,9.612684e-003,-6.394015e-002
6.500000e+004,3.742248e+002,1.155257e-002,-7.405557e-002
6.500000e+004,3.752827e+002,1.290594e-002,-8.288431e-002
6.500000e+004,3.762497e+002,1.320746e-002,-8.541054e-002
6.500000e+004,3.773167e+002,1.317356e-002,-8.585849e-002
6.500000e+004,3.782599e+002,1.314672e-002,-8.610781e-002
6.500000e+004,3.792721e+002,1.311466e-002,-8.638936e-002
6.500000e+004,3.802928e+002,1.307883e-002,-8.676387e-002
6.500000e+004,3.814634e+002,1.303542e-002,-8.699909e-002
6.500000e+004,3.823041e+002,1.300467e-002,-8.733168e-002
6.500000e+004,3.832706e+002,1.297056e-002,-8.754360e-002
6.500000e+004,3.842481e+002,1.294628e-002,-8.796176e-002
6.500000e+004,3.852789e+002,1.292167e-002,-8.833246e-002
6.500000e+004,3.862672e+002,1.291089e-002,-8.871911e-002
6.500000e+004,3.872455e+002,1.288986e-002,-8.886623e-002
6.500000e+004,3.882748e+002,1.286531e-002,-8.919759e-002
6.500000e+004,3.892607e+002,1.284353e-002,-8.948752e-002
6.500000e+004,3.902456e+002,1.281791e-002,-8.965673e-002
6.500000e+004,3.912792e+002,1.279174e-002,-8.998487e-002
6.500000e+004,3.922561e+002,1.276890e-002,-9.007229e-002
6.500000e+004,3.932882e+002,1.274284e-002,-9.030425e-002
6.500000e+004,3.942598e+002,1.271909e-002,-9.062753e-002
6.500000e+004,3.952523e+002,1.269459e-002,-9.090218e-002
6.500000e+004,3.963289e+002,1.266827e-002,-9.100112e-002
6.500000e+004,3.972252e+002,1.264668e-002,-9.118722e-002
6.500000e+004,3.982117e+002,1.262144e-002,-9.135731e-002
6.500000e+004,3.992864e+002,1.259513e-002,-9.155260e-002
6.500000e+004,3.999841e+002,1.257893e-002,-8.940339e-002
6.000000e+004,4.000035e+002,1.161701e-002,-8.704509e-002
6.000000e+004,3.988675e+002,1.164241e-002,-8.617681e-002
6.000000e+004,3.977723e+002,1.167381e-002,-8.549158e-002
6.000000e+004,3.966570e+002,1.170248e-002,-8.468363e-002
6.000000e+004,3.955282e+002,1.173004e-002,-8.385202e-002
6.000000e+004,3.945092e+002,1.175826e-002,-8.320296e-002
6.000000e+004,3.934798e+002,1.178423e-002,-8.254939e-002
6.000000e+004,3.924996e+002,1.180994e-002,-8.187731e-002
6.000000e+004,3.913943e+002,1.183645e-002,-8.114851e-002
6.000000e+004,3.904032e+002,1.186218e-002,-8.057110e-002
6.000000e+004,3.895097e+002,1.188529e-002,-7.987006e-002
6.000000e+004,3.884216e+002,1.190976e-002,-7.923700e-002
6.000000e+004,3.875982e+002,1.193193e-002,-7.882708e-002
6.000000e+004,3.865453e+002,1.195702e-002,-7.812248e-002
6.000000e+004,3.855768e+002,1.197991e-002,-7.768948e-002
6.000000e+004,3.846640e+002,1.200067e-002,-7.723385e-002
